@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {metal,dance}

@DATA
0.079276,0.027016,3.101808,0.147060,0.150922,0.814381,0.003805,0.130237,-23.148251,1.045301,0.942475,0.519513,0.338885,0.260977,-0.208642,0.018680,-0.120413,0.139486,-0.117793,-0.282896,-0.099372,0.015956,0.003037,0.044264,0.011854,0.016992,0.007445,0.052677,0.001646,0.002617,0.025984,0.032361,0.003419,0.022904,0.017530,0.013836,0.190002,0.021335,0.020535,0.190842,0.001390,0.033250,0.520980,0.323500,0.321622,0.286327,0.229109,0.208547,0.194336,0.196155,0.202442,0.175894,0.197542,0.183572,0.155567,0.011580,0.002959,0.024908,0.009131,0.011001,0.006300,0.038074,0.001631,0.002242,0.026597,0.017081,0.003288,0.009181,metal
0.088909,0.021644,3.223314,0.130918,0.130139,0.984483,0.003107,0.147071,-23.071037,0.523373,0.827507,0.602585,0.201299,0.193243,-0.111093,-0.066884,-0.403626,0.221302,0.116283,-0.233324,-0.139382,0.010575,0.002466,0.030947,0.010701,0.018776,0.007810,0.036887,0.003597,0.004882,0.014076,0.017173,0.002170,0.015615,0.013506,0.007283,0.076527,0.014593,0.021161,0.151933,0.000830,0.017726,0.324714,0.328196,0.205756,0.245793,0.193310,0.182790,0.195121,0.198019,0.189700,0.194955,0.197600,0.184427,0.170048,0.007741,0.001917,0.018390,0.008004,0.011186,0.007347,0.020552,0.003343,0.003588,0.010357,0.010914,0.001622,0.006363,metal
0.070347,0.059944,3.036008,0.166104,0.179022,0.629225,0.007220,0.107989,-23.555418,1.521245,0.435591,0.535459,0.257668,0.213082,0.250411,0.220088,0.253738,0.251499,0.107478,-0.008742,-0.003607,0.007224,0.002767,0.059014,0.003138,0.023331,0.001450,0.114354,0.001926,0.003001,0.010335,0.054983,0.001752,0.047133,0.053334,0.039030,0.208088,0.045631,0.018268,0.539743,0.005749,0.119528,1.195691,0.553546,0.464358,0.326219,0.273445,0.232954,0.195960,0.215306,0.186322,0.209240,0.177593,0.175421,0.181778,0.011103,0.003681,0.044008,0.003741,0.021742,0.001424,0.098307,0.002543,0.004191,0.011563,0.049088,0.002139,0.023384,dance
0.099220,0.014763,3.184329,0.153488,0.150464,0.919300,0.004734,0.172707,-24.562547,1.112145,-0.528952,-0.000587,-0.178094,-0.093383,0.089290,0.056110,0.259201,0.221735,0.046528,-0.005170,-0.017016,0.007002,0.009645,0.014171,0.006066,0.017750,0.003332,0.014239,0.008411,0.011574,0.007941,0.026081,0.005680,0.013554,0.044297,0.010180,0.163290,0.039776,0.019165,0.467478,0.003927,0.091184,2.011124,0.718944,0.494287,0.338022,0.278690,0.279476,0.238107,0.246051,0.196400,0.197493,0.194946,0.180476,0.197500,0.005486,0.007632,0.010868,0.005476,0.018381,0.002732,0.016705,0.011124,0.007199,0.008007,0.025029,0.004335,0.009405,dance
0.086891,0.051045,3.081842,0.172840,0.172718,0.745060,0.005677,0.128263,-23.541508,0.981357,0.090732,0.473726,0.113654,0.304560,0.238358,0.228472,0.293244,0.303709,0.081572,0.023684,0.047848,0.003017,0.003040,0.033781,0.002354,0.022132,0.001403,0.124323,0.002518,0.002751,0.005746,0.052168,0.001964,0.044728,0.061465,0.036887,0.196480,0.045281,0.018849,0.577233,0.003858,0.126142,1.172839,0.671106,0.468229,0.323201,0.323737,0.275746,0.214000,0.244327,0.199796,0.208911,0.203675,0.198290,0.187818,0.002973,0.003588,0.025004,0.002255,0.027326,0.001012,0.111001,0.003878,0.003612,0.006845,0.058460,0.002146,0.026973,dance
0.036613,0.107645,3.186707,0.123288,0.162003,0.283408,0.005658,0.046374,-21.953391,2.116451,-0.001135,0.509667,0.295904,0.303034,0.150392,0.178512,0.094331,0.209067,0.068831,0.016980,0.168480,0.009969,0.001124,0.116313,0.005589,0.017922,0.002660,0.046210,0.000993,0.002890,0.005450,0.077443,0.002838,0.048143,0.020827,0.035264,0.132516,0.025603,0.019942,0.216739,0.003558,0.039517,0.837602,0.284013,0.304928,0.244777,0.255005,0.225826,0.211949,0.231007,0.193222,0.196251,0.168034,0.183802,0.181816,0.008849,0.000970,0.067237,0.005736,0.018835,0.002282,0.038849,0.000821,0.002827,0.004782,0.052983,0.002517,0.012890,dance
0.054444,0.114461,3.219995,0.120869,0.146162,0.441394,0.004524,0.086405,-20.834416,1.822711,-0.310656,0.296134,0.327833,0.316209,0.110696,0.022082,0.007679,0.109694,0.036554,0.029736,0.011069,0.027566,0.002582,0.048664,0.011847,0.023054,0.017449,0.034539,0.002860,0.006425,0.007743,0.048320,0.006610,0.028472,0.015095,0.027177,0.074871,0.018591,0.020163,0.161549,0.002199,0.027966,0.622112,0.367790,0.246757,0.246775,0.212640,0.187193,0.217814,0.187128,0.176203,0.175896,0.169341,0.174407,0.152835,0.026721,0.002062,0.036973,0.009319,0.014206,0.018221,0.023182,0.003227,0.006785,0.005639,0.037018,0.005287,0.009951,dance
0.018018,0.061259,3.092620,0.095148,0.166749,0.094388,0.015735,0.017533,-24.468846,2.985895,0.156560,0.621133,0.332452,0.480833,0.308780,0.184216,-0.059249,0.086720,0.119928,0.068735,0.059367,0.018208,0.001128,0.085172,0.003471,0.036757,0.005908,0.051208,0.000612,0.002219,0.026925,0.045760,0.001098,0.047999,0.011746,0.032046,0.230069,0.027049,0.030005,0.097581,0.012454,0.012190,1.307172,0.490464,0.366717,0.246771,0.223087,0.182812,0.191811,0.178398,0.215766,0.192669,0.187735,0.178313,0.191225,0.020175,0.002199,0.075940,0.003150,0.040733,0.007602,0.043073,0.000810,0.002563,0.035962,0.050587,0.001286,0.014587,dance
0.041309,0.053626,2.908502,0.120450,0.160943,0.442831,0.015367,0.068966,-24.493151,1.824036,0.776787,0.594741,0.323694,0.378651,0.200544,0.204500,0.118675,0.093418,0.003619,0.098916,0.037942,0.007099,0.000896,0.062270,0.003296,0.015751,0.003523,0.132623,0.000902,0.001214,0.008747,0.068713,0.000979,0.048739,0.034414,0.048996,0.357541,0.035173,0.031268,0.413177,0.012887,0.080046,1.496890,0.919678,0.552571,0.324948,0.271303,0.209665,0.203223,0.191159,0.168666,0.168102,0.195665,0.179633,0.159093,0.008568,0.001258,0.047210,0.004880,0.014197,0.004027,0.089818,0.001417,0.001323,0.010421,0.052476,0.001073,0.021282,dance
0.043259,0.055059,2.925803,0.116380,0.154580,0.436734,0.016783,0.067536,-24.415195,1.558056,0.856287,0.679649,0.300937,0.376766,0.175896,0.172755,0.136294,0.109434,0.018670,0.083765,0.043391,0.006244,0.000889,0.062976,0.002556,0.019806,0.003439,0.125015,0.000746,0.001472,0.008910,0.065432,0.001090,0.047172,0.026507,0.045440,0.329338,0.026101,0.036118,0.279321,0.014611,0.051233,1.710199,0.744557,0.575600,0.318348,0.260426,0.215863,0.242534,0.205530,0.205883,0.201064,0.176924,0.163802,0.188252,0.006809,0.000963,0.050181,0.002510,0.019657,0.004702,0.085462,0.000865,0.001762,0.009610,0.051622,0.001276,0.020528,dance
0.098317,0.039310,3.092629,0.144094,0.135881,1.065956,0.005440,0.166798,-23.448909,0.404616,0.586995,0.554057,0.266485,0.227055,0.093401,0.187408,0.202965,0.034557,-0.123995,0.075962,0.072666,0.006427,0.002775,0.029824,0.005170,0.012753,0.004192,0.065296,0.002214,0.002422,0.006939,0.039332,0.003500,0.024499,0.032955,0.029930,0.266089,0.022351,0.021676,0.361790,0.003568,0.065871,1.088868,0.650700,0.482101,0.356030,0.340953,0.258629,0.250884,0.273348,0.272096,0.223372,0.244121,0.210307,0.206804,0.007085,0.002601,0.025952,0.004515,0.011370,0.004151,0.059903,0.002665,0.002269,0.008070,0.031397,0.003385,0.015774,dance
0.088891,0.047253,3.089768,0.189367,0.197016,0.812717,0.005469,0.146612,-23.202012,1.534817,0.205710,0.337273,0.119199,-0.049868,0.301374,0.207623,-0.099148,-0.036562,-0.171466,-0.021546,0.152081,0.003839,0.002285,0.040916,0.018927,0.014630,0.004489,0.124221,0.001861,0.002642,0.005655,0.030830,0.002918,0.039787,0.040427,0.032249,0.201521,0.040628,0.016182,0.462960,0.004754,0.102819,1.142588,0.530030,0.366522,0.332624,0.288109,0.236247,0.272119,0.253087,0.300661,0.251733,0.209743,0.199037,0.165403,0.002677,0.002605,0.023495,0.016500,0.012480,0.004660,0.085170,0.001837,0.002367,0.004695,0.028198,0.003680,0.020392,dance
0.092709,0.064008,3.124732,0.186377,0.191357,0.817392,0.004716,0.152701,-22.431861,1.082940,0.205441,0.603602,0.101103,0.262920,0.182950,-0.076202,-0.024976,0.127654,-0.045499,0.055172,0.098842,0.006479,0.003133,0.039731,0.010522,0.012201,0.004986,0.094998,0.008518,0.006252,0.005789,0.047091,0.003289,0.036187,0.040135,0.038428,0.173871,0.038013,0.015581,0.428421,0.004031,0.099900,1.102944,0.433369,0.320597,0.318062,0.262547,0.208924,0.207882,0.261272,0.265538,0.261929,0.203677,0.183175,0.184877,0.005628,0.005795,0.026300,0.010518,0.010224,0.005844,0.085124,0.008107,0.008184,0.005185,0.034649,0.005047,0.020034,dance
0.077422,0.066039,3.166873,0.171205,0.189159,0.545603,0.006333,0.109035,-22.779510,1.338154,0.191607,0.550374,-0.202520,0.168484,0.301603,0.211315,0.213651,-0.091885,-0.200079,0.013421,0.094558,0.005863,0.006005,0.035719,0.016051,0.011695,0.002818,0.086689,0.002476,0.001992,0.004293,0.040480,0.002444,0.032795,0.030790,0.038231,0.137930,0.034934,0.016848,0.379304,0.004962,0.074194,1.138754,0.626699,0.382784,0.391495,0.320117,0.322223,0.323431,0.351932,0.355969,0.286083,0.299651,0.259777,0.204763,0.006203,0.006676,0.022875,0.015435,0.010348,0.003016,0.083193,0.002893,0.002278,0.003524,0.029423,0.003398,0.019237,dance
0.079593,0.047198,3.173672,0.160455,0.171855,0.688270,0.003595,0.117584,-22.346118,1.900228,0.143235,0.348332,0.045933,0.091660,0.023098,0.062099,-0.034518,0.108262,0.014641,0.144979,0.018673,0.014726,0.004576,0.053910,0.007621,0.014948,0.011294,0.048315,0.002654,0.005653,0.015471,0.041921,0.003253,0.027294,0.025110,0.016293,0.110018,0.027873,0.018353,0.247601,0.001473,0.075040,0.984342,0.593938,0.305459,0.278120,0.219040,0.194983,0.226458,0.200711,0.181197,0.174109,0.225082,0.240163,0.221572,0.016823,0.005358,0.043539,0.005863,0.011983,0.010094,0.041216,0.002762,0.005406,0.016922,0.033774,0.003889,0.010794,dance
0.059749,0.062027,3.025225,0.175899,0.194743,0.495030,0.010852,0.081161,-24.664138,1.848600,0.436055,0.364402,0.128581,0.132533,0.197879,0.400983,0.145492,0.024031,-0.026392,-0.047565,-0.008294,0.011424,0.011485,0.138136,0.003718,0.009750,0.002065,0.103099,0.000853,0.001230,0.006347,0.043443,0.002655,0.061939,0.045320,0.045673,0.208410,0.044566,0.019445,0.428357,0.010214,0.092694,1.519405,0.635261,0.553662,0.598455,0.419153,0.261760,0.252386,0.316709,0.286660,0.226487,0.266807,0.199884,0.213973,0.016613,0.016974,0.102949,0.005602,0.009115,0.002556,0.112040,0.001606,0.001409,0.007003,0.043757,0.004840,0.028140,dance
0.062161,0.056432,3.087307,0.146542,0.170564,0.468147,0.006887,0.081569,-23.477808,2.951377,0.529238,0.071067,0.044677,0.132523,0.059349,0.063399,0.030006,0.144235,0.089374,0.019148,0.061138,0.013158,0.002659,0.074500,0.007921,0.019173,0.008808,0.064811,0.000787,0.005727,0.018486,0.050922,0.004574,0.036982,0.029298,0.021220,0.139443,0.035253,0.021970,0.294816,0.005097,0.082895,0.997832,0.529259,0.340290,0.297356,0.263378,0.240158,0.254199,0.228393,0.211239,0.195308,0.236729,0.220160,0.191867,0.014701,0.002912,0.058925,0.009434,0.017839,0.009491,0.049332,0.001083,0.005983,0.019388,0.043309,0.005299,0.013860,dance
0.066950,0.072277,3.049676,0.137383,0.153600,0.637304,0.005638,0.105001,-22.151193,1.605860,0.325866,0.254159,0.397045,0.261270,0.145024,0.132200,0.099354,0.069453,-0.076316,-0.106209,0.042710,0.009526,0.002106,0.076478,0.017319,0.045574,0.003102,0.074065,0.001575,0.002709,0.005644,0.018412,0.004061,0.034963,0.030306,0.037891,0.208494,0.027704,0.019200,0.371544,0.003747,0.072601,1.042070,0.552651,0.395592,0.346326,0.210025,0.212760,0.194515,0.216089,0.216330,0.197135,0.181646,0.195165,0.183726,0.008567,0.002092,0.057523,0.018513,0.039197,0.002939,0.039771,0.002285,0.002613,0.005426,0.023757,0.004394,0.011731,dance
0.090746,0.069822,3.078057,0.152258,0.154289,0.973034,0.004421,0.152721,-21.976451,1.051307,0.058875,-0.007911,0.170647,0.019811,-0.174856,-0.095366,0.076798,-0.160189,-0.182996,-0.125099,-0.085251,0.011129,0.004062,0.060215,0.019405,0.015200,0.004187,0.052433,0.001718,0.003356,0.005654,0.016931,0.014788,0.025651,0.033057,0.037347,0.262416,0.025877,0.019117,0.434025,0.003303,0.072470,0.955446,0.659927,0.396029,0.361092,0.261698,0.229610,0.220295,0.213640,0.217812,0.208020,0.237040,0.259060,0.239385,0.008449,0.003435,0.033418,0.024200,0.013145,0.003534,0.041359,0.001369,0.002430,0.004944,0.017661,0.014321,0.013514,dance
0.077662,0.073118,3.117552,0.142828,0.149790,0.825209,0.004352,0.133837,-21.808001,1.170676,0.435869,0.306739,0.322666,0.250357,0.242813,0.172713,0.122435,-0.048364,0.005148,0.017174,-0.028754,0.008861,0.002622,0.070675,0.013795,0.040236,0.002830,0.071971,0.001135,0.002061,0.004194,0.016069,0.003276,0.032162,0.027107,0.033412,0.163903,0.023679,0.018079,0.354941,0.002598,0.060785,0.833544,0.546911,0.305782,0.268677,0.216262,0.168171,0.187124,0.199622,0.213497,0.170811,0.214878,0.230453,0.179812,0.007374,0.002758,0.051210,0.017602,0.032041,0.002248,0.036649,0.001078,0.001703,0.003367,0.018755,0.002838,0.010889,dance
0.048428,0.018261,3.006272,0.106996,0.142476,0.553961,0.011653,0.079461,-25.276084,1.235191,0.871796,0.236559,0.083178,-0.009418,-0.402310,-0.022011,-0.249444,-0.211538,-0.197785,0.009757,-0.095880,0.036121,0.001542,0.071635,0.011074,0.018665,0.007210,0.057412,0.001544,0.007948,0.009002,0.021173,0.001377,0.032438,0.028103,0.026623,0.342132,0.018231,0.035714,0.333648,0.007887,0.053456,1.643511,0.803832,0.483545,0.368757,0.387076,0.328426,0.294514,0.233757,0.234489,0.242672,0.205801,0.222166,0.240757,0.035959,0.001804,0.057759,0.008759,0.016658,0.007414,0.075074,0.002125,0.012932,0.009687,0.026645,0.001941,0.019380,dance
0.092371,0.024708,3.055688,0.150865,0.155981,0.932622,0.004164,0.141305,-23.407154,1.182593,0.906111,0.298108,0.010899,0.086266,-0.190099,0.075294,-0.101063,-0.128213,-0.112850,0.006457,-0.056827,0.015786,0.003090,0.042675,0.021664,0.026146,0.006493,0.040554,0.001607,0.004771,0.013805,0.024238,0.001859,0.021455,0.025789,0.020453,0.264595,0.022544,0.019605,0.325337,0.002640,0.052826,0.836352,0.523176,0.289043,0.301902,0.273790,0.229775,0.219355,0.198769,0.216828,0.223849,0.175472,0.185531,0.164621,0.014447,0.003412,0.030201,0.016858,0.016354,0.006484,0.048639,0.001781,0.004831,0.010789,0.020891,0.002017,0.011813,dance
0.093065,0.032622,3.179733,0.152764,0.157542,0.990638,0.003864,0.138730,-22.793250,0.907621,0.638500,0.437948,0.114695,0.133669,-0.021802,0.126200,-0.326676,-0.129799,0.090379,0.090054,0.069852,0.010712,0.001692,0.029575,0.011875,0.026214,0.015586,0.031938,0.004112,0.003501,0.009202,0.019217,0.002198,0.018151,0.020745,0.017411,0.162527,0.017363,0.018520,0.239987,0.002049,0.031646,0.543194,0.386926,0.279574,0.246703,0.256704,0.212097,0.202821,0.196105,0.222206,0.268339,0.177492,0.176491,0.178504,0.009177,0.001787,0.023496,0.010973,0.017491,0.012382,0.034629,0.006976,0.003731,0.008002,0.020357,0.002253,0.008750,dance
0.084694,0.035609,3.171891,0.148732,0.156738,0.861425,0.003744,0.125093,-22.671999,0.871269,0.641021,0.502367,0.158744,0.226115,-0.086312,0.093493,-0.122362,-0.086754,0.072441,0.103895,-0.016949,0.012279,0.002546,0.040021,0.010037,0.021902,0.008924,0.030955,0.003764,0.003355,0.014019,0.025363,0.001809,0.020383,0.018267,0.018302,0.183019,0.015765,0.015984,0.221442,0.001873,0.029202,0.551303,0.398261,0.301678,0.266483,0.228451,0.220326,0.190438,0.219649,0.211332,0.223582,0.175505,0.185012,0.186383,0.011773,0.003570,0.027476,0.007737,0.014401,0.008165,0.034112,0.004876,0.004144,0.012220,0.024012,0.001772,0.009261,dance
0.096872,0.047020,3.260361,0.145097,0.132069,1.028646,0.003853,0.153939,-22.378805,-0.520399,-0.878687,-0.016726,-0.104255,0.040491,-0.379251,-0.225442,-0.006103,0.141177,-0.018528,0.089783,0.064356,0.012028,0.003227,0.011284,0.007601,0.003945,0.007214,0.004282,0.007804,0.005069,0.010094,0.009918,0.010246,0.011122,0.016959,0.020193,0.062025,0.012621,0.014552,0.221841,0.001583,0.033887,0.515582,0.356692,0.281448,0.230605,0.229648,0.238795,0.231587,0.209448,0.209231,0.238990,0.213539,0.194157,0.184381,0.014086,0.003802,0.013748,0.006482,0.003151,0.006453,0.003815,0.009444,0.004347,0.012275,0.012133,0.013427,0.006630,dance
0.087718,0.045950,3.273061,0.138591,0.137332,0.961678,0.003098,0.151090,-21.737119,0.596966,-0.406653,0.015687,-0.027232,0.048396,-0.268556,-0.154096,-0.064819,0.082389,-0.012307,0.098201,0.075500,0.011627,0.005335,0.015757,0.007248,0.012636,0.012152,0.010552,0.009420,0.005204,0.006784,0.008215,0.013145,0.010457,0.014192,0.020708,0.034831,0.015034,0.019074,0.205850,0.001104,0.032162,0.517216,0.407263,0.310288,0.275663,0.274931,0.215064,0.257804,0.190651,0.205285,0.242044,0.257009,0.221580,0.209933,0.010164,0.004730,0.012123,0.006941,0.010150,0.010127,0.007465,0.010185,0.004730,0.004976,0.008577,0.017038,0.004877,dance
0.089149,0.048222,3.243692,0.142244,0.141222,0.930268,0.003564,0.146110,-21.861357,0.497738,-0.243080,0.280370,0.091943,0.156027,-0.224028,-0.138118,-0.063865,0.111869,0.067182,0.087329,0.034108,0.011345,0.003989,0.017808,0.007159,0.009237,0.010793,0.021395,0.006270,0.005607,0.009009,0.018996,0.008039,0.013191,0.016730,0.017013,0.059576,0.015994,0.017453,0.224606,0.001322,0.037431,0.506249,0.353630,0.261582,0.271247,0.257388,0.221725,0.239221,0.201683,0.222559,0.214552,0.226614,0.188640,0.193521,0.009876,0.004022,0.013923,0.005632,0.006870,0.008194,0.015773,0.007033,0.004761,0.009380,0.014644,0.011096,0.005526,dance
0.073838,0.088752,2.871587,0.152382,0.170232,0.609178,0.007912,0.100821,-23.232146,1.956365,0.572905,0.511422,0.321439,0.237813,0.131740,0.095488,0.096832,-0.072644,-0.032079,-0.143868,-0.068053,0.037709,0.001684,0.043227,0.005050,0.028088,0.005895,0.057016,0.001001,0.002129,0.009463,0.047845,0.003146,0.030118,0.047848,0.075455,0.404327,0.045364,0.024124,0.531049,0.005604,0.103852,1.741726,0.558500,0.317272,0.303307,0.251747,0.247291,0.267175,0.257411,0.227589,0.207117,0.229315,0.206671,0.181053,0.045002,0.001835,0.027439,0.005154,0.030834,0.007513,0.044180,0.001265,0.002114,0.010042,0.030168,0.003255,0.012109,dance
0.061650,0.069158,2.954808,0.139938,0.167460,0.522961,0.006680,0.096603,-23.366349,1.912510,0.447740,0.634845,0.135102,0.186699,0.087894,0.083466,0.027837,0.009622,0.047965,-0.055413,-0.084391,0.030368,0.002360,0.047564,0.006373,0.027271,0.009774,0.062170,0.001923,0.003396,0.015909,0.028817,0.003195,0.029643,0.033812,0.073899,0.427179,0.033929,0.021594,0.381016,0.004980,0.083562,1.858795,0.447719,0.273060,0.285704,0.258091,0.215262,0.197096,0.231338,0.216194,0.220231,0.200795,0.167489,0.163805,0.035036,0.002419,0.038733,0.005641,0.029828,0.009191,0.041582,0.001976,0.002448,0.020645,0.019876,0.002647,0.011044,dance
0.055228,0.104751,3.131223,0.131846,0.159740,0.486869,0.005953,0.085744,-21.914799,1.812897,0.645124,0.619376,0.183901,0.207371,0.138885,0.126307,0.015425,-0.015100,0.119359,-0.072932,-0.061467,0.027069,0.002864,0.069983,0.006628,0.022646,0.008475,0.039302,0.001263,0.003085,0.017235,0.043557,0.003179,0.032395,0.026458,0.069433,0.138846,0.032200,0.022620,0.300908,0.004109,0.057142,0.874733,0.414787,0.264655,0.305615,0.224679,0.221130,0.222191,0.223859,0.192583,0.185257,0.223289,0.195937,0.172808,0.031229,0.002673,0.046294,0.006750,0.021224,0.008258,0.029673,0.001280,0.002846,0.021722,0.040721,0.003333,0.008522,dance
0.040193,0.036808,3.084580,0.131113,0.179091,0.316909,0.011762,0.063327,-24.871880,2.530234,0.107680,0.414257,0.208496,0.210587,-0.012912,-0.007216,-0.059393,0.010447,0.165079,0.073538,0.074097,0.011168,0.003070,0.101185,0.008276,0.019635,0.011440,0.070750,0.000874,0.003738,0.005967,0.057798,0.001833,0.047389,0.035025,0.032998,0.258729,0.048060,0.027135,0.417410,0.011150,0.088177,1.454386,0.579586,0.298464,0.238861,0.247585,0.226743,0.227800,0.252611,0.220506,0.244822,0.228493,0.197043,0.160035,0.010381,0.003440,0.066864,0.011414,0.024251,0.010905,0.092255,0.001025,0.004877,0.006335,0.042277,0.002028,0.021334,dance
0.039959,0.052488,3.113837,0.131047,0.179032,0.279562,0.010248,0.055349,-23.988172,2.521398,0.109209,0.367697,0.193808,0.125852,0.004241,-0.003133,-0.081496,-0.160551,0.010087,0.122208,0.156744,0.012680,0.002203,0.064865,0.010020,0.037600,0.010292,0.087058,0.000591,0.003045,0.005176,0.069913,0.002065,0.050198,0.035954,0.035806,0.194847,0.047777,0.028202,0.362227,0.009046,0.076108,1.229381,0.540102,0.324794,0.258330,0.246218,0.250178,0.256813,0.255789,0.252326,0.262296,0.253258,0.237200,0.225942,0.014837,0.002849,0.050752,0.011758,0.038690,0.014201,0.092455,0.000656,0.003392,0.004894,0.052070,0.002635,0.020233,dance
0.045496,0.040373,3.155031,0.146493,0.186780,0.326767,0.008153,0.064255,-24.163573,2.498751,0.230317,0.350814,0.118207,0.037807,-0.137503,0.059982,-0.046428,0.082229,0.142661,0.071253,0.001480,0.014783,0.003267,0.099199,0.009353,0.019096,0.007156,0.051141,0.000587,0.004040,0.011037,0.061421,0.003871,0.044836,0.030894,0.028726,0.151462,0.042741,0.020872,0.303213,0.006110,0.073236,0.852923,0.428229,0.263469,0.270778,0.241744,0.195685,0.231355,0.245966,0.184788,0.244818,0.223833,0.188419,0.159013,0.011400,0.004106,0.054001,0.010288,0.014685,0.007681,0.057663,0.000645,0.004655,0.011493,0.047682,0.004797,0.018248,dance
0.045527,0.055492,3.160522,0.140440,0.185240,0.316058,0.007256,0.055910,-23.514527,2.436350,0.112633,0.155304,-0.006841,-0.004446,-0.155043,0.148079,0.043522,0.151330,0.084632,0.042180,0.025800,0.006787,0.005150,0.054143,0.010874,0.022534,0.005339,0.058521,0.000547,0.004092,0.013008,0.082956,0.007014,0.041172,0.029393,0.038317,0.159706,0.038156,0.020208,0.304735,0.005915,0.064612,0.970925,0.474771,0.258603,0.218791,0.248450,0.203970,0.229607,0.266641,0.201736,0.225723,0.216465,0.183998,0.191986,0.006442,0.006222,0.036487,0.012333,0.019361,0.004404,0.073945,0.000591,0.004661,0.010690,0.052191,0.006767,0.017374,dance
0.059306,0.056137,3.054713,0.135413,0.152147,0.541232,0.008776,0.099782,-24.562341,1.304641,0.023812,0.350528,-0.182748,0.011585,-0.119672,-0.114567,0.005022,0.189710,0.125486,0.009607,0.022423,0.009269,0.003260,0.051531,0.008820,0.029407,0.007884,0.053299,0.006373,0.008617,0.009495,0.018532,0.005636,0.030492,0.035227,0.056403,0.312019,0.040095,0.025897,0.359004,0.008012,0.071107,2.619043,0.669985,0.587344,0.458593,0.324762,0.285152,0.318099,0.325414,0.278171,0.243398,0.282497,0.257660,0.190667,0.011844,0.004901,0.057131,0.010778,0.026530,0.009215,0.056718,0.008346,0.013268,0.010707,0.018082,0.008676,0.017041,dance
0.086844,0.050623,3.066136,0.157798,0.157469,0.745990,0.007306,0.143690,-25.286041,1.200083,0.152386,0.441492,-0.114229,-0.008931,-0.020512,-0.117586,0.063239,0.136206,0.043265,0.002281,0.024355,0.007630,0.003258,0.042317,0.008681,0.030251,0.007380,0.061750,0.003086,0.006213,0.009496,0.021843,0.005103,0.029744,0.063144,0.045784,0.263934,0.055602,0.022245,0.564075,0.005547,0.114544,2.524482,0.993650,0.620773,0.365692,0.347418,0.330229,0.276155,0.272671,0.307637,0.276399,0.273926,0.233220,0.210597,0.007538,0.005586,0.054381,0.010811,0.023008,0.009206,0.062748,0.005031,0.008771,0.011766,0.021448,0.006772,0.019108,dance
